Nome: BELO HORIZONTE (PAMPULHA)
Codigo Estacao: A521
Latitude: -19.88388888
Longitude: -43.96944443
Altitude: 854.02
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2023-08-21;8.6;13.6;23.7;17.9;14;77.4;
2023-08-22;.2;10.1;30.8;21.2;13.4;56.3;
2023-08-23;0;8.4;33;23.4;14.5;44;
2023-08-24;0;11.2;34.3;25.2;17.3;46.3;
2023-08-25;0;12.1;30.5;24.1;19.3;47.6;
2023-08-26;0;14;31.3;23.9;19.4;56;
2023-08-27;4.6;14.6;22.4;18;16.3;80.8;
2023-08-28;5;14.5;22.1;18;15.4;80.5;
2023-08-29;.2;15.2;27.2;20.2;16.5;74.6;
2023-08-30;1.4;15.8;28.5;21.9;16.2;70.9;
2023-08-31;.2;15.4;31.5;21.6;16.9;69.4;
2023-09-01;0;15.4;29.1;22.8;18.6;64.6;
2023-09-02;0;15.1;29.3;22.9;18.6;63;
2023-09-03;0;16;31;22.9;18;67.2;
2023-09-04;0;15.7;32.1;23.9;18.5;63.5;
2023-09-05;0;16.4;32.4;23.1;18.9;68.4;
2023-09-06;2;16.5;25.3;21.4;19.4;74.1;
2023-09-07;0;13;28.1;21.6;17.5;60.2;
2023-09-08;0;10.7;28.6;21.5;16.4;53.6;
2023-09-09;0;8.9;29.7;21.7;16.1;46.7;
2023-09-10;0;10.6;28.6;21.9;17.5;50.3;
2023-09-11;0;9.8;28.2;21.6;16.1;48.5;
2023-09-12;0;10.1;30.6;22.6;17.1;47.4;
2023-09-13;0;13;32.4;23.9;18.1;53.9;
2023-09-14;0;13.4;34.3;24.9;18.6;53.3;
2023-09-15;0;14.1;29;23.5;20.6;56.5;
2023-09-16;0;15.6;32.9;24.3;19.9;61.5;
2023-09-17;0;14.4;31.9;24.6;19.5;56.4;
2023-09-18;0;12.9;32.2;24.5;18.8;51.3;
2023-09-19;0;12.8;33.9;25;19.2;50;
2023-09-20;0;13.7;31.6;23.7;19;55.9;
2023-09-21;0;12.1;30;22.9;18.3;53.1;
2023-09-22;0;11.6;32.1;23.9;17.7;47.9;
2023-09-23;0;12.5;34.1;26;18.3;45.6;
2023-09-24;0;13;37.1;28.1;19.4;42.3;
2023-09-25;0;13.4;38.6;30;22.1;40.2;
2023-09-26;0;12.1;36;29.8;25.7;34.6;
2023-09-27;0;15.8;33.5;27.7;22.8;50;
2023-09-28;1;16.8;36;25.9;20.2;62;
2023-09-29;7.6;16;27.7;21.3;18.5;72.1;
2023-09-30;.2;15.3;30.6;22.8;18.4;64.5;
2023-10-01;0;16.3;24.2;19.9;18.6;80;
2023-10-02;22.4;17.6;29.6;22.2;17.7;76.9;
2023-10-03;3;17.9;32.6;24.7;20.1;68.3;
2023-10-04;0;17.6;34.9;26.5;19.7;61.3;
2023-10-05;1;18.2;33.4;26.9;21.3;61.1;
2023-10-06;26;18.3;31.1;25.2;19.6;67.4;
2023-10-07;0;17.5;34.7;26.7;21.3;60.3;
2023-10-08;0;16.2;33.6;27;23;52.8;
2023-10-09;0;16.7;30.1;25.1;21.3;60.7;
2023-10-10;0;17.8;31.9;25.8;20.9;62.7;
2023-10-11;0;17.1;32.1;25.9;21.2;60.1;
2023-10-12;0;15.6;34.7;26.7;21.1;52.5;
2023-10-13;0;15.8;34.4;26.8;21.8;52.7;
2023-10-14;0;18.1;28.7;24.7;22.5;67.1;
2023-10-15;0;17.1;28;23.3;21;68.6;
2023-10-16;0;16;32.3;25;20.3;59.9;
2023-10-17;0;14.1;33.1;26.2;20.5;49.7;
2023-10-18;0;14.7;33.4;26.2;21.6;51.2;
2023-10-19;7.8;18;30.1;23.8;20.4;71;
2023-10-20;8;18.1;29.8;22.3;19.5;78.2;
2023-10-21;18.6;17.3;26.6;21.6;19.1;77.2;
2023-10-22;0;15.5;30.5;23.4;19.5;63.8;
2023-10-23;0;14.2;32.4;24.5;18.5;56.3;
2023-10-24;0;13.1;34.5;26.7;20.5;45.6;
2023-10-25;13.2;17.7;31.3;24.6;19.9;68.4;
2023-10-26;12.8;18.6;31.5;24.5;19.6;71.8;
2023-10-27;19.6;19;30;22.9;19.2;80.4;
2023-10-28;9.6;19.1;29.2;24;20.3;75.3;
2023-10-29;0;19.2;33.6;25.7;22.1;69.5;
2023-10-30;40.2;19.2;31.9;24.7;20.1;74.5;
2023-10-31;.8;18.5;31.2;24;20.9;72.8;
2023-11-01;11.2;18.8;31.1;23.6;18.9;76.5;
2023-11-02;.8;19.2;29.3;23.5;19.6;77.4;
2023-11-03;5.6;20.2;29.6;24.2;21;79.3;
2023-11-04;17.8;18.9;29.6;23.7;19.2;76;
2023-11-05;.2;15;32.8;25.6;18.5;55;
2023-11-06;0;14.1;29.7;23.6;18.9;55.9;
2023-11-07;0;13.1;30;23;18.2;55.2;
2023-11-08;0;12.1;29.2;22.3;17.1;54.3;
2023-11-09;0;9.6;32.7;24.6;16.9;43.7;
2023-11-10;0;11.8;33.3;26.3;18;42.7;
2023-11-11;0;10.6;34.1;27;18.8;38;
2023-11-12;0;11.9;36.1;28.6;19.7;39.3;
2023-11-13;0;13.6;37;30;21.8;38.9;
2023-11-14;0;14.6;37.9;30.5;23.2;39.8;
2023-11-15;.4;15.1;37.3;30.6;22.3;40.6;
2023-11-16;0;14.9;37.9;28.9;21.8;44.6;
2023-11-17;0;15.7;37;28.5;21.6;48.6;
2023-11-18;0;15.5;37.5;30.8;24.6;41;
2023-11-19;0;17.8;36.3;27.9;23.2;56.5;
2023-11-20;44.8;18.1;26.7;21.6;18.2;81.2;
2023-11-21;37.4;18.7;30.4;23.6;18.3;76;
2023-11-22;0;17;31.7;25.7;21.6;60.6;
2023-11-23;0;16.8;33.3;27.7;21.8;52.6;
2023-11-24;16.6;19.1;33;25.3;20.7;71.4;
2023-11-25;.4;17.5;27.7;23.1;20.2;71.5;
2023-11-26;0;15.3;28.9;22.8;18.3;63.7;
2023-11-27;0;15.7;31.4;24.3;19.1;60;
2023-11-28;0;17.6;31.3;25;21.3;64.2;
2023-11-29;0;17.7;29.3;24.6;22.2;65.9;
2023-11-30;0;17.6;32.4;25.7;20.9;63;
2023-12-01;0;18.2;33.7;25.9;21;65.2;
2023-12-02;17.6;19.4;30.3;23.5;19.4;79;
2023-12-03;2.4;19.3;30.8;23.8;19.4;77.6;
2023-12-04;0;19.1;31.7;23.6;20.2;77.5;
2023-12-05;12;17.7;33.4;24.9;17.8;68.6;
2023-12-06;0;18.2;32.1;25.9;21.6;64.3;
2023-12-07;0;15.6;33;26.2;19.3;53.9;
2023-12-08;0;16.1;33.4;27.3;21.4;51.9;
2023-12-09;0;17.4;32.7;26;20.4;60.3;
2023-12-10;0;17.1;30.3;24.7;20.5;63.9;
2023-12-11;0;17.4;30;24.1;20.6;67.2;
2023-12-12;0;17.6;32.7;23.9;19.3;70.5;
2023-12-13;26.8;18;30.3;23.6;18.2;72.8;
2023-12-14;0;17.3;30.5;24.8;20.7;64.3;
2023-12-15;0;15.8;30.5;25;20.2;57.8;
2023-12-16;0;14.3;31.1;25.4;20.4;51.6;
2023-12-17;0;14.3;32;25.4;20;51.9;
2023-12-18;0;14.2;33.1;25.5;20.8;51.8;
2023-12-19;7.4;17.3;31.1;24.1;19.1;67.8;
2023-12-20;0;16.1;30.3;23.6;18.6;64.3;
2023-12-21;0;18.8;30;23.7;20.3;74.7;
2023-12-22;1.8;18.9;29.7;23.1;21;78.3;
2023-12-23;14.6;19.5;25.7;21.6;20;88.2;
2023-12-24;18.4;19.3;28.4;22.9;18.9;81.3;
2023-12-25;.2;19.3;32.9;24.8;21.2;73.7;
2023-12-26;5.2;19.5;32.2;23.6;19.7;79;
2023-12-27;7.6;19.5;31.3;23.6;19.5;78.5;
2023-12-28;0;19.1;30.8;24.3;20.4;73.9;
2023-12-29;0;18.5;33.3;26.3;20.6;64.8;
2023-12-30;0;20.6;30.9;25.1;22.4;77.1;
2023-12-31;11;19.5;29.7;23.1;19.9;80.6;
2024-01-01;33.2;18.6;22.5;20.4;19.1;89.4;
2024-01-02;12.4;18.8;28.1;21.6;19.1;84.7;
2024-01-03;11.2;19.4;25.2;21.1;20.7;89.9;
2024-01-04;27.8;20.3;26.3;21.9;19.9;90.7;
2024-01-05;9.2;19.4;30.8;24.6;21.1;75;
2024-01-06;0;18.7;31.5;24.7;19.7;71.3;
2024-01-07;0;18.9;32;24.5;20.6;73;
2024-01-08;12.8;19.4;30.1;23.8;20.5;77.5;
2024-01-09;6.2;19.6;29.9;23.8;20.7;78.5;
2024-01-10;0;18.5;30.6;24.3;20.6;71.4;
2024-01-11;0;19.2;31.9;24.1;21.1;75.6;
2024-01-12;8;19.6;30.7;24.3;20;76.6;
2024-01-13;5.8;19.9;30.8;23.2;20;82.7;
2024-01-14;23.2;19.5;29.5;23.1;19;81.5;
2024-01-15;14;18.5;27.8;23;18.3;77;
2024-01-16;0;18.3;33.5;25.8;19.5;65.9;
2024-01-17;0;19.2;34;26.7;21.5;65.3;
2024-01-18;23.8;18.3;33.3;26;18.8;66.4;
2024-01-19;0;17.9;32.5;25.8;21.7;62.7;
2024-01-20;0;17.5;33.1;25.7;19.7;63;
2024-01-21;0;19.4;29.2;24.2;21.3;75.3;
2024-01-22;2.4;18.4;31.3;24.5;19.8;69.8;
2024-01-23;0;18.8;30.7;24.3;20.8;71.9;
2024-01-24;34.8;19;28.6;22.3;17.5;82.6;
2024-01-25;4;19.3;30.7;23.5;19.7;78.8;
2024-01-26;0;18.2;30.5;22.4;18.8;78.2;
2024-01-27;13.8;19.3;28.4;22.4;19.2;83;
2024-01-28;.2;20;30.2;24.2;20.8;77.5;
2024-01-29;24.2;19.1;30.7;24.3;20.4;75;
2024-01-30;6.6;18.9;31;25;20.6;70.1;
2024-01-31;.4;18;29.9;23.1;20.2;75.1;
2024-02-01;26.4;18;30.4;22.7;17.4;76.8;
2024-02-02;.2;16.8;30.1;24.7;21;63.6;
2024-02-03;.6;16.9;30.5;24.6;20.2;63.7;
2024-02-04;.2;17.8;30.6;24.9;21.1;65.9;
2024-02-05;0;17.2;31.2;24.7;20.5;63.9;
2024-02-06;8;18.9;30.3;21.7;18;84.9;
2024-02-07;42.8;18.7;30.5;22.8;18.8;79.2;
2024-02-08;6.8;19.3;28.5;21.9;19.6;85.8;
2024-02-09;8.6;16.7;29.2;22.6;18;70.8;
2024-02-10;.2;16.7;28.4;23.1;19.1;68;
2024-02-11;0;17.8;29.6;24.2;20.2;68.8;
2024-02-12;0;17.3;30.8;24.3;19.8;66.2;
2024-02-13;0;17.2;33;25.2;19.4;63;
2024-02-14;.4;17.9;32.8;25.2;19.9;65.5;
2024-02-15;1;18.5;30.6;22.7;19.4;78.5;
2024-02-16;11.6;19.5;30;22.5;20;84.4;
2024-02-17;1.8;19.8;31.2;23.2;20.2;82.8;
2024-02-18;22.6;19.3;28.5;22.5;18.3;82.9;
2024-02-19;.6;19.4;28.8;22.4;20.7;83.7;
2024-02-20;12;19.9;24.1;21.4;19.5;91.1;
2024-02-21;16.6;19.8;24.5;21.5;20.1;90.3;
2024-02-22;13;19.9;25.8;21.6;20.1;90;
2024-02-23;34.6;19.9;28;21.8;19.7;89.2;
2024-02-24;3;19.5;32.1;23.9;19.3;78;
2024-02-25;.2;19.5;31.8;25.4;20.4;71.1;
2024-02-26;0;17.4;31.8;25.5;20.3;62.9;
2024-02-27;0;15.8;31.7;24.8;19.5;59;
2024-02-28;.6;17.9;32.1;25.4;19.1;64.8;
2024-02-29;0;19.4;33.4;25.6;21.3;70.2;
2024-03-01;0;20.2;33.2;24.4;20.9;79.2;
2024-03-02;3;19.1;30.7;23.9;19.2;76.3;
2024-03-03;0;18.9;30.8;24.2;19;73.2;
2024-03-04;0;18.6;31.2;24.6;20.4;71.2;
2024-03-05;1.8;18.9;30.2;23.2;18.7;78.6;
2024-03-06;.2;19.6;30.7;23.7;20.8;79.5;
2024-03-07;15.8;19.8;30.8;23.7;20.5;80;
2024-03-08;4.4;19.2;30.5;24.8;21.3;72;
2024-03-09;0;19;31.2;25.4;21;68.9;
2024-03-10;14;20.3;28.5;23.9;21.1;81;
2024-03-11;.2;20.1;31;25;21;75.6;
2024-03-12;.4;19.5;31.7;24.9;19.7;73;
2024-03-13;0;19.2;32;25.6;21.4;69.5;
2024-03-14;0;18.5;32.5;26.1;21.3;65;
2024-03-15;0;18;32.7;26.4;20.9;61.9;
2024-03-16;0;18.6;33.2;26.7;21.9;62.5;
2024-03-17;0;18.2;33.7;27.3;21.5;59.8;
2024-03-18;0;19.6;33.3;25.8;21.2;69.8;
2024-03-19;.6;20.4;33.4;25.1;22.3;76.7;
2024-03-20;5.6;20.2;31.1;23.4;20;83.4;
2024-03-21;6.6;19.8;31.5;23.9;20.1;79;
2024-03-22;0;20;32;25.2;21.1;74.4;
2024-03-23;76.8;18.2;25.7;21.5;19.3;81.6;
2024-03-24;.2;17.5;29.1;22.7;16.7;73.7;
2024-03-25;1.8;18.5;27.6;23.1;20.5;75.8;
2024-03-26;23.2;18.8;27.6;21.8;18.7;84.1;
2024-03-27;5.4;18.2;28.4;22.1;18.6;79.8;
2024-03-28;.2;18.6;26.7;22.7;20.6;77.8;
2024-03-29;.6;17.9;30.6;24.3;19.8;68.5;
2024-03-30;0;19;31;24.1;19.8;74.1;
2024-03-31;1.8;19.1;30.5;24.5;19.9;73.6;
2024-04-01;0;17.6;30.8;24.1;17.8;68.8;
2024-04-02;0;18.6;30.9;23.9;20.6;73.5;
2024-04-03;.2;19;30.3;24.3;20.2;74.3;
2024-04-04;.2;18.3;31.1;25.1;21;67.1;
2024-04-05;0;18.7;29.8;23.8;19.6;74.6;
2024-04-06;3.4;17;30;23.2;17.1;70.4;
2024-04-07;0;16.2;29;22.7;18.1;68.2;
2024-04-08;0;14.9;28;22.4;18;63.5;
2024-04-09;0;16;28.6;22.8;18.7;66.3;
2024-04-10;0;16.6;31;24.5;19.3;63.5;
2024-04-11;0;17.5;31.4;25.1;20.9;63.8;
2024-04-12;0;17.3;29.2;24;20.2;67.5;
2024-04-13;0;17;27.6;22.4;19.1;72.2;
2024-04-14;0;16;29.3;22.5;17.7;68.9;
2024-04-15;0;15.5;29;23.1;19.9;63.8;
2024-04-16;0;16;28.5;22.7;19.2;66.4;
2024-04-17;0;16.3;30.1;23.7;19.5;65.3;
2024-04-18;0;18;29.3;22.6;19;76.4;
2024-04-19;93.2;17.7;25.7;20.9;17.6;82.4;
2024-04-20;0;16;27.4;21.4;17.8;72.7;
2024-04-21;0;15.2;28.1;21.7;16.7;68.7;
2024-04-22;0;15.4;29.1;22.5;16.6;66.1;
2024-04-23;0;17;29.8;23.3;18;69.6;
2024-04-24;0;16.6;30.6;24.2;18.7;64.7;
2024-04-25;0;16.7;29.9;24.4;19.2;63.8;
2024-04-26;0;16.8;29.3;23.9;20.2;65.5;
2024-04-27;0;17;27.4;23;20;69.4;
2024-04-28;0;15.7;30;23.6;17.8;63.7;
2024-04-29;0;15.6;30;24.1;18.4;61;
2024-04-30;0;15.8;30.8;23.8;18.3;62.8;
2024-05-01;0;16.3;31;24.7;19.5;61.4;
2024-05-02;0;16;31.1;24.2;18.3;62.6;
2024-05-03;0;14;32.2;24.3;17.6;56.3;
2024-05-04;0;14.8;30;22.7;16.2;63.8;
2024-05-05;0;15;29.2;22.3;16;65.3;
2024-05-06;0;16.5;26.8;21.8;17.9;72.4;
2024-05-07;0;14.7;28.1;22.3;18.8;64;
2024-05-08;0;15.3;28.7;22.5;19;65.2;
2024-05-09;0;15.1;29.3;22.6;16.7;65.4;
2024-05-10;0;15.8;29.2;22.1;16.3;69;
2024-05-11;0;16.6;30.5;23.9;19.2;65.4;
2024-05-12;0;16;30.8;24;18.4;63.8;
2024-05-13;0;14.4;30.9;23.7;17;59.1;
2024-05-14;0;11.6;30.9;22.9;15.6;54.3;
2024-05-15;0;13.5;30.1;22.4;15.5;59.6;
2024-05-16;0;15.9;28.4;23;19.2;65.2;
2024-05-17;0;14.5;29.7;22.5;17;63.1;
2024-05-18;0;13.5;29.5;22.4;16;60.2;
2024-05-19;0;13.5;30.1;22.9;16.7;58;
2024-05-20;0;13.5;29.2;22.2;16.1;60.8;
2024-05-21;0;14.6;27.7;21.9;17.2;64.3;
2024-05-22;0;13.7;26.6;21.5;17;62.8;
2024-05-23;0;14.4;27.6;21.5;17.2;65;
2024-05-24;0;14.1;28.6;21.5;15.7;65;
2024-05-25;0;14.3;29.5;22.1;16.9;63.8;
2024-05-26;0;15.3;27.6;22.2;19.3;65.6;
2024-05-27;0;15;26.6;22;18.5;65.5;
2024-05-28;0;14.6;28.6;22;16.2;64.8;
2024-05-29;0;14.9;28.2;21.9;16.8;67;
2024-05-30;0;12.6;27.7;20.6;14.6;64;
2024-05-31;0;12.4;25.7;18.9;13.4;67.3;
2024-06-01;0;10.9;24.4;18.5;13.8;63;
2024-06-02;0;12.2;23.2;18.4;13.8;68.1;
2024-06-03;0;11.7;27.9;19.7;14;62.5;
2024-06-04;0;11.2;28;20.6;14.7;57.8;
2024-06-05;0;11.6;26.2;20.4;16;58.4;
2024-06-06;0;12.4;27.2;20.6;16;60.3;
2024-06-07;0;13.2;27.2;20.8;16.5;63.9;
2024-06-08;0;12.5;26;19.4;13;66.1;
2024-06-09;0;12.7;25.7;19.4;13.5;67.1;
2024-06-10;0;12.9;28.1;20.2;13.7;65.8;
2024-06-11;0;11.6;28.8;20.5;13.5;62;
2024-06-12;0;10.8;27.6;19.6;13.1;60.5;
2024-06-13;0;9.9;26.1;19.6;15.1;55.3;
2024-06-14;0;11.6;26.2;19.7;14.3;60.5;
2024-06-15;0;10.3;27.2;19.8;13;57;
2024-06-16;0;12.2;27.7;19.9;14;63.4;
2024-06-17;0;11.4;26.2;19.1;13.7;63.8;
2024-06-18;0;10.5;27.3;19.7;13.2;58.3;
2024-06-19;0;10.8;27.3;20.3;14.5;57;
2024-06-20;0;10.4;26.9;20.2;13.9;56.2;
2024-06-21;0;11.6;26.2;19.6;13.6;62;
2024-06-22;0;11.8;27.3;20.8;17.4;59.2;
2024-06-23;0;13.4;27.2;20.6;15.1;64.7;
2024-06-24;0;14.1;28.1;20.9;16.5;67.1;
2024-06-25;0;12.7;30.2;21.6;15.1;61;
2024-06-26;0;12.6;28;21.4;15.2;58.9;
2024-06-27;0;11.4;29.3;21.3;14.5;57.6;
2024-06-28;0;10.6;29.1;21.3;14.7;54;
2024-06-29;0;10.1;29.1;21.4;15.1;51.8;
2024-06-30;0;10.3;29.3;20.9;13.5;54.4;
2024-07-01;0;13.4;27.2;21.1;17.9;62.1;
2024-07-02;0;13.3;25.2;20.3;17.1;64.8;
2024-07-03;0;12.2;26;20.1;16.3;62.1;
2024-07-04;0;10.1;26.8;19.8;13.3;57.2;
2024-07-05;0;9.6;26.6;19.5;13;55.5;
2024-07-06;0;10.4;27.6;20.3;13;55.8;
2024-07-07;0;11.4;27.2;20.7;15.2;57;
2024-07-08;0;12.2;29.6;21.5;15.3;58.8;
2024-07-09;0;12.1;28.7;21.9;15.8;56.6;
2024-07-10;0;11.8;29.8;22.3;16.2;54;
2024-07-11;0;11.3;30.7;23.3;18.3;49.6;
2024-07-12;0;11.6;28.4;21.6;15.1;54.8;
2024-07-13;0;12.1;26;20.2;16.7;61.2;
2024-07-14;0;10.4;24.9;18.7;14.4;60.6;
2024-07-15;0;8.7;26.2;19.4;13.4;53.6;
2024-07-16;0;8.9;26;19;11.6;54.3;
2024-07-17;0;8.9;26.4;19.1;11.6;54.3;
2024-07-18;0;9.8;27.3;20.2;13.4;54.5;
2024-07-19;0;9.5;27.3;19.6;12.3;54.9;
2024-07-20;0;10.1;26.8;18.7;11.5;60.4;
2024-07-21;0;9;26.4;18.5;11.4;56.8;
2024-07-22;0;9;27.8;19.8;12;54.4;
2024-07-23;0;9.5;27.9;19.8;12.7;55.3;
2024-07-24;0;9.2;26.3;19.4;14.9;53;
2024-07-25;0;8;25.3;18.8;12.9;51.8;
2024-07-26;0;7.7;27.5;19.3;11.6;50.3;
2024-07-27;0;11;27.9;20.5;12.9;56.9;
2024-07-28;0;11.5;29.7;22.1;17.8;53.4;
2024-07-29;0;9.6;29.1;21.2;14;51.2;
2024-07-30;0;10.3;29.4;21.2;14.2;52.8;
2024-07-31;0;12;25.8;19.9;16.3;61.5;
2024-08-01;0;11.6;26;19.2;15.2;62.8;
2024-08-02;0;10.3;26.2;19.6;15.4;57.8;
2024-08-03;0;11.5;25.2;19.7;13.8;59.6;
2024-08-04;0;13.4;26.7;20.5;17.2;65.6;
2024-08-05;0;12.6;26.9;21.2;17.5;59.2;
2024-08-06;0;10.8;28.8;21.4;16.9;54.9;
2024-08-07;0;8.2;28.9;21;13.6;46.4;
2024-08-08;0;11.5;28.2;21;16.5;57.2;
2024-08-09;0;10.1;31.1;22.2;15;49.5;
2024-08-10;0;11.2;26.8;20.7;16.3;55.4;
2024-08-11;0;9.2;28.3;19.1;12.4;56.8;
2024-08-12;0;5.2;29.1;19.6;12.3;52;
2024-08-13;0;.5;24.6;17.6;10.1;33.2;
2024-08-14;0;8.9;25.1;18.8;13.9;53.3;
2024-08-15;0;9.9;30;21.3;15.1;52.3;
2024-08-16;0;9.8;31.1;23.4;16.5;44.4;
2024-08-17;0;7.4;32.7;24.3;17.7;38.4;
2024-08-18;0;6.5;32;24.5;17.7;33.3;
2024-08-19;0;5.5;30.9;23.3;18;33.1;
2024-08-20;0;8;31.3;23.2;15.3;40.7;
2024-08-21;0;8.4;31.8;23.5;15.3;42.3;
2024-08-22;0;9.9;28.7;22.5;17;47;
2024-08-23;0;9.9;32.8;23.6;16.8;46.8;
2024-08-24;0;10.1;31.4;24.1;18.2;44.6;
2024-08-25;0;10.1;31.3;24;17;42.9;
2024-08-26;0;13.1;27.3;22;18.5;57.6;
2024-08-27;0;12;26.6;19.3;15.5;63.7;
2024-08-28;0;10.1;28;20.4;15.2;56;
2024-08-29;0;8.6;27.1;20;15.1;49.9;
2024-08-30;0;6.1;29.5;20.9;14.3;41.6;
2024-08-31;0;3.9;31.8;23.2;15.2;32.8;
2024-09-01;0;3.5;31.9;23.8;16.6;29.3;
2024-09-02;0;4.6;33.4;24.2;15.3;32.4;
2024-09-03;0;4.9;35.4;25.5;16.5;30;
2024-09-04;0;9.2;35;25.9;17.6;38.3;
2024-09-05;0;10;34.5;26.8;20.2;38;
2024-09-06;0;12.6;32.5;26.3;22;43.9;
2024-09-07;0;11.5;31.9;24.7;19.4;45.7;
2024-09-08;0;10.3;32.2;24.5;19;42.7;
2024-09-09;0;10.3;31.6;24;17.8;44.3;
2024-09-10;0;8.7;31.8;23.8;17.4;41.1;
2024-09-11;0;7.3;33.2;24.4;18.2;36.1;
2024-09-12;0;9.6;32.2;24.3;18.6;41.3;
2024-09-13;0;9.2;30.9;24.1;18.7;41.5;
2024-09-14;0;8;31.9;24.2;18.1;38;
2024-09-15;0;7.7;31.8;24.7;18.5;34.9;
2024-09-16;0;9.4;32.3;25;18.6;39.2;
2024-09-17;0;13.1;31.3;24.8;20.2;49.4;
2024-09-18;0;12.3;29.9;22.5;17.8;54.6;
2024-09-19;0;12.2;30.4;23.2;17.5;51.8;
2024-09-20;0;12;31.7;24;18.8;48.5;
2024-09-21;0;11.9;33.8;25.7;19.7;44.4;
2024-09-22;0;13.4;31.6;25.2;20.5;49.2;
2024-09-23;0;11;33.2;25.7;20.9;41.4;
2024-09-24;0;10.3;33.3;25.6;20.1;40;
2024-09-25;0;9.5;32.7;25.3;19.1;39.1;
2024-09-26;0;10.8;32.6;25;19.2;42.6;
2024-09-27;0;9;35;26.5;19.3;35.5;
2024-09-28;0;10.9;34.4;27.4;23.2;37;
2024-09-29;0;14.2;29.5;24.2;20.7;54.8;
2024-09-30;0;11.8;31.9;24.2;19;49.3;
2024-10-01;0;11;32.9;24.9;18.8;45.5;
2024-10-02;0;9.2;34.8;26.6;19.8;36.5;
2024-10-03;0;8.4;36.2;28.2;20;30.5;
2024-10-04;0;12.8;33.2;26.3;21.3;44.6;
2024-10-05;0;14.8;29.4;23.4;19.9;59.6;
2024-10-06;0;13.1;33.9;24.8;18.1;51.9;
2024-10-07;0;12.4;32.5;25;20.4;46.6;
2024-10-08;0;12.9;36.8;27.1;19.5;45.5;
2024-10-09;0;14;36.7;28.7;22.5;44;
2024-10-10;20.8;18.1;28.6;21.2;19.5;83.1;
2024-10-11;11;18;30.2;23.3;19.6;73.7;
2024-10-12;17.8;18;27.7;22;18.3;79.4;
2024-10-13;0;17.2;31.5;24.5;19;66.3;
2024-10-14;0;15.1;31.1;24.2;20;58.9;
2024-10-15;0;13.9;28.1;22.4;18.6;59.5;
2024-10-16;0;12.3;31;24.2;19.4;49.3;
2024-10-17;0;14;33.7;26.1;19.5;49.9;
2024-10-18;0;14;34;26.7;22.8;46.2;
2024-10-19;15.6;17.4;27.2;21.4;18;79.2;
2024-10-20;12.8;18.3;22.6;20.4;18.7;87.8;
2024-10-21;3.2;18.1;25.4;21.6;19.8;80.9;
2024-10-22;.2;17;27.7;22.7;19.4;70.9;
2024-10-23;0;16.3;30.6;24.6;19;62.3;
2024-10-24;0;17.8;30.8;23.4;20.3;71.9;
2024-10-25;16.2;19.3;29;22.6;20.1;82.8;
2024-10-26;8.8;18.9;33;24.7;19.7;73.3;
2024-10-27;55;18.3;28.9;22.7;18.8;77.3;
2024-10-28;44.4;18.3;23.9;20.4;19.4;88;
2024-10-29;11.2;17.3;24.8;21.1;18.6;79;
2024-10-30;.2;16.7;28.7;22.4;18.9;71.3;
2024-10-31;0;14.7;29;22.9;18.3;61.9;
2024-11-01;0;14.9;28.6;22.8;18.6;62.3;
2024-11-02;0;16;30.1;24.2;20.3;61.4;
2024-11-03;0;16.6;28.1;23;20.3;67.7;
2024-11-04;0;16.1;27.2;22.4;20.2;68.3;
2024-11-05;2.2;17.7;26.2;20.6;18.9;84.3;
2024-11-06;7.8;17.4;25.8;21.4;18.2;78.6;
2024-11-07;.2;16.7;29.2;23;19.2;69.3;
2024-11-08;5.8;18.7;25.7;21.5;19.2;84.6;
2024-11-09;22.8;18.9;22.3;20.4;19.2;91;
2024-11-10;42.4;17.6;28.1;22.1;18;76.6;
2024-11-11;0;16;30.6;23.7;18.7;64.2;
2024-11-12;0;17.4;31.1;24.4;19.5;66.2;
2024-11-13;4.2;18.4;24.6;21.2;20.5;84.2;
2024-11-14;10.8;17.3;25.4;21;18.2;80;
2024-11-15;6.6;17.6;23.7;19.8;17.7;87.3;
2024-11-16;7.6;17.2;23.8;19.6;18.4;86.5;
2024-11-17;24.2;17.2;24.4;19.7;17.6;85.9;
2024-11-18;4;16.2;30.2;23.1;17.6;67.7;
2024-11-19;16.6;17.8;30.4;23.4;18;72.4;
2024-11-20;1.2;17.9;32.3;25.8;20.6;63.3;
2024-11-21;0;19.4;28.2;23.3;21.5;79.2;
2024-11-22;.4;18;25.6;22.3;20.4;76.6;
2024-11-23;.2;17.1;25.3;21.4;18.8;76.8;
2024-11-24;0;13.5;26.1;20.5;17.1;65.5;
2024-11-25;0;13.3;27.8;20.9;16.7;63.3;
2024-11-26;0;12.7;29.6;22.4;16.8;56.6;
2024-11-27;0;12.8;32;24.5;17.1;51;
2024-11-28;0;13.7;32.8;25.9;19.5;49.5;
2024-11-29;0;15.8;32.7;25.3;20.3;56.8;
